artist,track,album_name,album_type,album_date,album_tracks,album_pic,genres,alphaname,pos
Tom Petty and the Heartbreakers,Listen To Her Heart,You're Gonna Get It!,Album,1978-01-01,When The Time Comes (02:47)/You're Gonna Get It (03:00)/Hurt (03:16)/Magnolia (03:03)/Too Much Ain't Enough (02:56)/I Need To Know (02:24)/Listen To Her Heart (03:04)/No Second Thoughts (02:41)/Restless (03:24)/Baby's A Rock 'N' Roller (02:53,https://i.scdn.co/image/ab67616d00001e02b8620917f07e9f24c784ca33,Classic Rock,Tom Petty and the Heartbreakers,139.0
King Gizzard & The Lizard Wizard,O.N.E.,L.W.,Album,2021-02-25,"If Not Now, Then When? (03:50)/O.N.E. (03:40)/Pleura (04:11)/Supreme Ascendancy (03:39)/Static Electricity (05:49)/East West Link (03:08)/Ataraxia (05:17)/See Me (04:04)/K.G.L.W. (08:28",https://i.scdn.co/image/ab67616d00001e021f0fd0835e055d96b82ccaf0,Psychedelic Rock/Neo-psychedelic/Acid Rock,King Gizzard & The Lizard Wizard,31.0
Pink Floyd,"The Narrow Way, Pt. 2",Ummagumma,Album,1969-10-25,"Astronomy Domine - Live (08:31)/Careful with That Axe, Eugene - Live (08:49)/Set the Controls for the Heart of the Sun - Live (09:27)/A Saucerful of Secrets - Live (12:48)/Sysyphus, Pt. 1 (01:07)/Sysyphus, Pt. 2 (03:30)/Sysyphus, Pt. 3 (01:49)/Sysyphus, Pt. 4 (06:59)/Grantchester Meadows (07:27)/Several Species of Small Furry Animals Gathered Together in a Cave and Grooving with a Pict (04:58)/The Narrow Way, Pt. 1 (03:28)/The Narrow Way, Pt. 2 (02:53)/The Narrow Way, Pt. 3 (05:57)/The Grand Vizier's Garden Party, Pt. 1 (Entrance) (00:59)/The Grand Vizier's Garden Party, Pt. 2 (Entertainment) (07:05)/The Grand Vizier's Garden Party, Pt. 3 (Exit) (00:39",https://i.scdn.co/image/ab67616d00001e02998c4770e46521fd268d1943,Progressive Rock/Psychedelic Rock/Classic Rock/Art Rock/Rock,Pink Floyd,427.0
Banco Del Mutuo Soccorso,L'evoluzione - Live,Darwin!,Album,1972-04-28,L'evoluzione - Live (13:59)/La conquista della posizione eretta (08:42)/Danza dei grandi rettili (03:42)/Cento mani e cento occhi (05:22)/750.000 anni fa... l'amore? (05:38)/Miserere alla storia (05:58)/Ed ora io domando tempo al tempo ed egli mi risponde...non ne ho! (03:29,https://i.scdn.co/image/ab67616d00001e02dc889db5dba45e86f1fbfc6c,Progressive Rock/Italian Singer-songwriter/Symphonic Rock/Art Rock,Banco Del Mutuo Soccorso,0.0
Claudio Lolli,I giornali di marzo,Disoccupate le strade dai sogni,Album,1977-09-01,Alba meccanica (02:54)/Incubo numero zero (06:31)/La socialdemocrazia (03:28)/Analfabetizzazione (05:25)/Attenzione (04:13)/Canzone dell'amore o della precarietà (02:12)/Canzone scritta su un muro (07:39)/Autobiografia industriale (07:10)/Da zero e dintorni (03:40)/I giornali di marzo (03:08,https://i.scdn.co/image/ab67616d00001e02fa112012b1d5062eb9f0955f,Italian Singer-songwriter/Singer-songwriter,"Lolli, Claudio",266.0
Franco Battiato,Invito Al Viaggio,Fleurs,Album,1999-01-01,"La Canzone Dell Amore Perduto (03:25)/Ruby Tuesday (03:36)/J'Entends Siffler Le Train (03:09)/Aria Di Neve (02:52)/Ed Io Tra Di Voi (02:54)/Te Lo Leggo Negli Occhi (03:03)/La Canzone Dei Vecchi Amanti (03:25)/Era De Maggio (03:26)/Che Cosa Resta (03:26)/Amore Che Vieni, Amore Che Val (02:27)/Medievale (02:37)/Invito Al Viaggio (07:26",https://i.scdn.co/image/ab67616d00001e0250d73c3af790971dc61ba9aa,Italian Singer-songwriter/Singer-songwriter,"Battiato, Franco",311.0
Yes,Does It Really Happen? - Live,Topographic Drama: Live Across America,Album,2017-11-24,"Machine Messiah - Live (11:17)/White Car - Live (01:25)/Does It Really Happen? - Live (07:21)/Into The Lens - Live (09:02)/Run Through The Light - Live (05:08)/Tempus Fugit - Live (05:59)/And You and I: i. Cord of Life, ii. Eclipse, iii. The Preacher the Teacher, iv. The Apocalypse - Live (11:14)/Heart of the Sunrise - Live (12:18)/The Revealing Science of God - Live (21:57)/Leaves of Green - Live (06:04)/Ritual (Nous Sommes du Soleil) - Live (24:39)/Roundabout - Live (08:35)/Starship Trooper: a. Life Seeker, b. Disillusion, c. Würm - Live (11:45",https://i.scdn.co/image/ab67616d00001e029336f3a60b4e2c3a8e3abd5b,Progressive Rock/Symphonic Rock/Art Rock/Album Rock,Yes,56.0
Cressida,One Of A Group,Cressida,Album,1970-08-06,To Play Your Little Game (03:16)/Winter Of Coming Again (04:42)/Time For Bed (02:18)/Cressida (03:57)/Home And Where I Long To Be (04:04)/Depression (05:02)/One Of A Group (03:34)/Lights In My Mind (02:44)/The Only Earthman In Town (03:32)/Spring '69 (02:14)/Down Down (04:14)/Tomorrow Is A Whole New Day (05:18,https://i.scdn.co/image/ab67616d00001e0200223f21b913cf49fc210183,Progressive Rock/Krautrock/Art Rock,Cressida,157.0
Myrath,Tales of the Sands,Tales of the Sands,Album,2011-12-18,Under Siege (04:28)/Braving the Seas (04:20)/Merciless Times (03:28)/Tales of the Sands (05:19)/Sour Sigh (04:58)/Dawn Within (03:31)/Wide Shut (05:25)/Requiem for a Goodbye (04:23)/Beyond the Stars (05:15)/Time to Grow (03:59)/Apostrophe for a Legend (05:10)/Fate in Motion (04:52,https://i.scdn.co/image/ab67616d00001e0282271577a3aa559ab9939f96,Progressive Metal/Folk Metal/Power Metal/Symphonic Metal/Melodic Metal,Myrath,69.0
"Blood, Sweat & Tears",Lucretia Mac Evil,"The Best Of Blood, Sweat & Tears: What Goes Up!",Compilation,1988-10-04,"Refugee From Yuhupitz (03:43)/I Can't Quit Her (03:38)/House In the Country (03:04)/I Love You More Than You'll Ever Know (05:56)/You've Made Me so Very Happy (04:15)/More And More (03:02)/And When I Die (04:02)/Sometimes In Winter (03:07)/Smiling Phases (05:08)/Spinning Wheel - Single Version (04:06)/God Bless the Child (05:52)/Children Of The Wind (03:15)/Hi-De-Ho (04:25)/Lucretia Mac Evil (05:57)/He's A Runner (04:13)/Somethin' Comin' On (04:31)/40,000 Headmen (04:42)/Go Down Gamblin' (04:15)/Mama Gets High (04:09)/Lisa, Listen to Me (02:58)/Valentine's Day (03:57)/John the Baptist (Holy John) (03:35)/So Long Dixie (04:26)/Snow Queen (05:24)/Maiden Voyage (06:14)/I Can't Move No Mountains (02:55)/Time Remembered (02:55)/Roller Coaster (03:22)/Tell Me That I'm Wrong (02:27)/Got to Get You Into My Life (03:20)/You're The One (04:55)/Mean Ole World - Live (09:24",https://i.scdn.co/image/ab67616d00001e0222cc5991858c66335a4d9ffd,,"Blood, Sweat & Tears",377.0
Franco Battiato,Il freddo e il caldo,Telesio,Album,2011-11-21,Prologo (02:26)/Inizio (01:48)/Ouverture (01:21)/Il sogno (03:00)/Elettronica arcobaleni (01:24)/Duplice intelletto (00:57)/Le stimmate (04:47)/Fine del sistema solare (02:15)/Corale (02:57)/Danza I (06:34)/Prologo secondo atto (01:16)/Abiuras (01:39)/Il freddo e il caldo (03:25)/Benedictus (02:24)/Un amore romano (03:41)/L'esistenza di Dio (02:05)/Scampanio (02:45)/Attende Domine (03:02)/Danza II (04:57)/Devota precisazione (00:18)/Coro (01:28,https://i.scdn.co/image/ab67616d00001e028027774e0be36b6b3a84ea00,Italian Singer-songwriter/Singer-songwriter,"Battiato, Franco",252.0
Ruins,Brixon Varromiks,Hyderomastgroningem,Album,1995-05-23,Hyderomastgroningem (01:26)/Brixon Varromiks (09:41)/0' 33 (00:34)/Economic Mond Possa (02:02)/Pig Brag Crak (02:22)/Prrifth (05:18)/Pontemcorary Music #1 (02:40)/Zurna Taksim (00:35)/Comme A La Radio (00:38)/Gravestone (03:19)/Memories Of Zworrisdeh (05:25)/Skyscraper (02:18)/Dolnnen Vlast (02:46)/Stone Eater (04:19)/Pontemcorary Music #2 (01:43)/Del Fanci Kant (07:34)/Bonze From Hell (00:33)/Speed Ball (02:49)/Ordinary People In Idaho (04:02)/Bliezzaning Moltz (06:52,https://i.scdn.co/image/ab67616d00001e023215e18bc36b97e18121830e,Noise Rock/Math Rock/Avant-garde/Progressive Rock/Experimental,Ruins,28.0
Renaud Garcia-Fons,Güney,Mediterranées - A Mediterranean Journey (Pt. 2),Album,2010-05-01,Bosphore (04:51)/Marmara (02:53)/Güney (02:49)/Sous le cèdre (03:08)/Alia (02:18)/Bekaa (02:57)/Sinaï (04:37)/Villes blanches (01:52)/Les portes du Nil (04:40)/Safran (05:10)/Tassili (01:22)/Enfants d'orient (02:15)/Sidibou (05:07)/Hmar Nadir (02:33)/Tristes rivages (02:53)/Poussière de Ksar (04:05,https://i.scdn.co/image/ab67616d00001e022ee6e856ae59f7e9010fed7f,French Jazz,"Garcia-Fons, Renaud",33.0
Marcus Miller,Preacher’s Kid (Song For William H),Afrodeezia,Album,2015-03-02,Hylife (06:59)/B's River (06:48)/Preacher’s Kid (Song For William H) (05:45)/We Were There (06:48)/Papa‎ Was A Rolling Stone (06:06)/I Still Believe I Hear (07:06)/Son Of Macbeth (06:11)/Prism - Interlude (00:29)/Xtraordinary (06:14)/Water Dancer (07:28)/I Can’t Breathe (05:08,https://i.scdn.co/image/ab67616d00001e02c50ab6b45d6c3f4f552014b3,Jazz Fusion/Jazz Funk/Jazz,"Miller, Marcus",33.0
Robert Fripp,Urban Landscape - First Edition: Original 1979 Release,Exposure,Album,2019-10-11,"Preface - First Edition: Original 1979 Release (01:15)/You Burn Me Up I'm A Cigarette - First Edition: Original 1979 Release (02:23)/Breathless - First Edition: Original 1979 Release (04:45)/Disengage - First Edition: Original 1979 Release (02:46)/North Star - First Edition: Original 1979 Release (03:06)/Chicago - First Edition: Original 1979 Release (02:12)/NY3 - First Edition: Original 1979 Release (02:24)/Mary - First Edition: Original 1979 Release (02:08)/Exposure - First Edition: Original 1979 Release (04:26)/Hāaden Two - First Edition: Original 1979 Release (02:53)/Urban Landscape - First Edition: Original 1979 Release (02:34)/I May Not Have Had Enough Of Me But I've Had Enough Of You - First Edition: Original 1979 Release (03:44)/First Inaugural Address To The I.A.C.E. Sherborne House - First Edition: Original 1979 Release (00:04)/Water Music I - First Edition: Original 1979 Release (01:27)/Here Comes The Flood - First Edition: Original 1979 Release (04:07)/Water Music II - First Edition: Original 1979 Release (04:28)/Postscript - First Edition: Original 1979 Release (00:37)/Preface - Third Edition (01:15)/You Burn Me Up I'm A Cigarette - Third Edition (02:24)/Breathless - Third Edition (04:42)/Disengage II - Third Edition (02:43)/North Star - Third Edition (03:12)/Chicago - Third Edition (02:17)/New York, New York, New York - Third Edition (02:17)/Mary - Third Edition (02:08)/Exposure - Third Edition (04:25)/Hāaden Two - Third Edition (01:57)/Urban Landscape - Third Edition (02:34)/I May Not Have Had Enough Of Me, But I've Had Enough Of You - Third Edition (03:37)/First Inaugural Address To The I.A.C.E. Sherborne House - Third Edition (00:07)/Water Music I - Third Edition (01:18)/Here Comes The Flood - Third Edition (03:55)/Water Music II - Third Edition (03:53)/Postscript - Third Edition (00:55)/Exposure - Alternative Take (04:28)/Mary - Alternative Take (02:06)/Disengage - Alternative Take (02:49)/Chicago - Alternative Take (02:02)/NY3 - Alternative Take (02:15",https://i.scdn.co/image/ab67616d00001e028e384e44b8d8cb873d88246e,Ambient/Art Rock/Progressive Rock/Drone/Experimental,"Fripp, Robert",578.0
Frank Zappa,Jim & Tammy's Upper Room,Guitar,Album,1988-04-26,"Sexual Harassment In The Workplace (03:42)/Which One Is It? (03:04)/Republicans (05:07)/Do Not Pass Go (03:37)/Chalk Pie (04:52)/In-A-Gadda-Stravinsky (02:49)/That's Not Really Reggae (03:16)/When No One Was No One (04:49)/Once Again, Without The Net (03:43)/Outside Now (Original Solo) (05:28)/Jim & Tammy's Upper Room (03:11)/Were We Ever Really Safe In San Antonio? (02:49)/That Ol' G Minor Thing Again (05:02)/Hotel Atlanta Incidentals (02:44)/That's Not Really A Shuffle (04:23)/Move It Or Park It (05:43)/Sunrise Redeemer (03:58)/Variations On Sinister #3 (05:16)/Orrin Hatch On Skis (02:12)/But Who Was Fulcanelli? (02:48)/For Duane (03:24)/GOA (04:51)/Winos Do Not March (03:14)/Swans? What Swans? (04:23)/Too Ugly For Show Business (04:20)/Systems Of Edges (05:32)/Do Not Try This At Home (03:50)/Things That Look Like Meat (06:54)/Watermelon In Easter Hay (04:02)/Canadian Customs (03:35)/Is That All There Is? (04:08)/It Ain't Necessarily The Saint James Infirmary (05:14",https://i.scdn.co/image/ab67616d00001e0241f412c045b45e7ffe88bdd6,Progressive Rock/Art Rock/Psychedelic Rock/Jazz Fusion/Avant-garde/Experimental,"Zappa, Frank",295.0
The Brian Jonestown Massacre,Drained,The Brian Jonestown Massacre,Album,2019-03-15,Drained (03:43)/Tombes Oubliées (04:26)/My Mind Is Filled With Stuff (03:35)/Cannot Be Saved (03:58)/A Word (05:33)/We Never Had a Chance (06:11)/To Sad To Tell You (03:30)/Remember Me This (02:50)/What Can I Say (04:13,https://i.scdn.co/image/ab67616d00001e0204fa43201ac96417d19bb72b,Shoegaze/Psychedelic Rock/Space Rock,"Brian Jonestown Massacre, The",0.0
George Harrison,What Is Life (2014 Remaster),All Things Must Pass (2014 Remaster),Album,1970-11-20,I'd Have You Anytime (2014 Remaster) (02:57)/My Sweet Lord (2014 Remaster) (04:41)/Wah-Wah (2014 Remaster) (05:37)/Isn't It a Pity (2014 Remaster) (07:10)/What Is Life (2014 Remaster) (04:24)/If Not for You (2014 Remaster) (03:30)/Behind That Locked Door (2014 Remaster) (03:06)/Let It Down (2014 Remaster) (04:58)/Run of the Mill (2014 Remaster) (02:51)/I Live for You (2014 Remaster) (03:37)/Beware of Darkness (1st Version Recorded at Abbey Road) (2014 Remaster) (03:22)/Let It Down (Original Guitar and Vocal) (2014 Remaster) (03:55)/What Is Life (Backing Track) (2014 Remaster) (04:27)/My Sweet Lord (2000) (2014 Remaster) (04:55)/Beware of Darkness (2014 Remaster) (03:51)/Apple Scruffs (2014 Remaster) (03:06)/Ballad of Sir Frankie Crisp (Let It Roll) (2014 Remaster) (03:48)/Awaiting on You All (2014 Remaster) (02:48)/All Things Must Pass (2014 Remaster) (03:46)/I Dig Love (2014 Remaster) (04:57)/Art of Dying (2014 Remaster) (03:38)/Isn't It a Pity (Version Two) (2014 Remaster) (04:48)/Hear Me Lord (2014 Remaster) (05:49)/It's Johnny's Birthday (2014 Remaster) (00:49)/Plug Me In (2014 Remaster) (03:19)/I Remember Jeep (2014 Remaster) (08:08)/Thanks for the Pepperoni (2014 Remaster) (05:32)/Out of the Blue (2014 Remaster) (11:13,https://i.scdn.co/image/ab67616d00001e026c6610322fc60bfb41481273,,"Harrison, George",155.0
CAN,Millionenspiel,The Lost Tapes,Compilation,2012-06-18,"Millionenspiel (05:49)/Waiting For The Streetcar (10:08)/Evening All Day (06:57)/Deadly Doris (03:10)/Graublau (16:46)/When Darkness Comes (03:47)/Blind Mirror Surf (08:39)/Oscura Primavera (03:19)/Bubble Rap (09:23)/Your Friendly Neighbourhood Whore (03:42)/True Story (04:30)/The Agreement (00:36)/Midnight Sky (02:44)/Desert (03:19)/Spoon - Live (16:46)/Dead Pigeon Suite (11:46)/Abra Cada Braxas (10:12)/A Swan Is Born (03:00)/The Loop (02:32)/Godzilla Fragment (01:59)/On The Way To Mother Sky (04:35)/Midnight Men (07:35)/Networks Of Foam (12:36)/Messer, Scissors, Fork and Light (08:23)/Barnacles (07:46)/E.F.S. 108 (02:07)/Private Nocturnal (06:49)/Alice (01:56)/Mushroom - Live (08:18)/One More Saturday Night - Live (06:34",https://i.scdn.co/image/ab67616d00001e027d5dc756b56a98096d81550f,Krautrock/Space Rock/Progressive Rock/Experimental/Art Rock/Psychedelic Rock/Proto-punk,Can,0.0
Jimi Hendrix,Burning of the Midnight Lamp,Electric Ladyland,Album,1968-10-25,"...And the Gods Made Love (01:22)/Have You Ever Been (To Electric Ladyland) (02:10)/Crosstown Traffic (02:26)/Voodoo Chile (14:59)/Little Miss Strange (02:52)/Long Hot Summer Night (03:27)/Come On (Let the Good Times Roll) (04:09)/Gypsy Eyes (03:43)/Burning of the Midnight Lamp (03:39)/Rainy Day, Dream Away (03:42)/1983...(A Merman I Should Turn to Be) (13:39)/Moon, Turn the Tides...Gently Gently Away (01:01)/Still Raining, Still Dreaming (04:25)/House Burning Down (04:32)/All Along the Watchtower (04:00)/Voodoo Child (Slight Return) (05:13",https://i.scdn.co/image/ab67616d00001e02522088789d49e216d9818292,Psychedelic Rock/Classic Rock/Acid Rock/Blues Rock,"Hendrix, Jimi",250.0
Yes,Five per Cent for Nothing - 2003 Remaster,Fragile (Deluxe Edition),Album,1971-11-26,Roundabout - 2003 Remaster (08:30)/Cans and Brahms - 2003 Remaster (01:38)/We Have Heaven - 2003 Remaster (01:39)/South Side of the Sky - 2003 Remaster (07:58)/Five per Cent for Nothing - 2003 Remaster (00:35)/Long Distance Runaround - 2003 Remaster (03:30)/The Fish (Schindleria Praemeturus) - 2003 Remaster (02:38)/Mood for a Day - 2003 Remaster (03:00)/Heart of the Sunrise - 2003 Remaster (10:34)/America - 2003 Remaster (10:31)/Roundabout - Early Rough Mix (08:35,https://i.scdn.co/image/ab67616d00001e02f4174f51268699ef79fbe3da,Progressive Rock/Symphonic Rock/Art Rock/Album Rock,Yes,160.0
Symphony X,Transcendence (Segue),V: The New Mythology Suite,Album,2000-10-10,"Prelude (01:07)/Evolution (The Grand Design) (05:20)/Fallen (05:51)/Transcendence (Segue) (00:38)/Communion and the Oracle (07:45)/The Bird Serpent War / Cataclysm (04:02)/On the Breath of Poseidon (Segue) (03:01)/Egypt (07:04)/The Death of Balance / Lacrymosa (03:42)/Absence of Light (04:58)/A Fool's Paradise (05:48)/Rediscovery (Segue) (01:25)/Rediscovery, Pt. II (The New Mythology) (12:01",https://i.scdn.co/image/ab67616d00001e026e79e7d0ddfdf0229611749c,Progressive Metal/Power Metal/Symphonic Metal/Progressive Rock/Metal/Neoclassical/Speed Metal,Symphony X,68.0
Keith Richards,Demon (2015 - Remaster),Main Offender,Album,2015,999 (2015 - Remaster) (05:50)/Wicked As It Seems (2015 Remaster) (04:44)/Eileen (2015 Remaster) (04:29)/Words of Wonder (2015 - Remaster) (06:35)/Yap Yap (2015 - Remaster) (04:42)/Bodytalks (2015 - Remaster) (05:20)/Hate It When You Leave (2015 - Remaster) (04:59)/Runnin' Too Deep (2015 - Remaster) (03:20)/Will But You Won't (2015 - Remaster) (05:03)/Demon (2015 - Remaster) (04:48,https://i.scdn.co/image/ab67616d00001e02e0242788248308cefd259f5f,,"Richards, Keith",353.0
King Crimson,Neurotica,The Condensed 21st Century Guide To King Crimson (1969 - 2003),Compilation,2006-10-16,"21st Century Schizoid Man (07:23)/Epitaph (08:55)/In the Court of the Crimson King - Abridged (07:16)/Cat Food - Single Version (02:47)/Cadence and Cascade (04:37)/Ladies of the Road (05:30)/Sailor's Tale - Abridged (07:02)/Larks' Tongues in Aspic, Pt; 1 - Abridged (06:41)/Book of Saturday (02:49)/Fracture - Abridged (10:05)/Starless - Abridged (04:37)/Red (06:15)/Fallen Angel (05:54)/Elephant Talk (04:44)/Frame By Frame (05:08)/Matte Kudasai (03:46)/Discipline (05:02)/Heartbeat (03:54)/Waiting Man (04:26)/Neurotica (04:50)/Three of a Perfect Pair (04:10)/Sleepless (Abridged) (04:36)/VROOOM (04:38)/Coda: Marine 475 - Abridged (02:04)/Dinosaur - Single Version (05:18)/Sex Sleep Eat Drink Dream (04:48)/The Power to Believe I (00:43)/Level Five (07:17)/Eyes Wide Open (04:09)/Happy With What You Have To Be Happy With - Abridged EP Version (03:44)/The Power to Believe III (04:10)/The Power to Believe IV (02:21",https://i.scdn.co/image/ab67616d00001e02e0d2d12a833288b2ecc09c9d,Progressive Rock/Art Rock/Symphonic Rock/Psychedelic Rock,King Crimson,512.0
Bobby Keys,Bootleg,Bobby Keys,Album,1972,Steal from a King (04:51)/Smokefoot (03:51)/Bootleg (03:45)/Altar Rock (04:53)/Key West (03:54)/Command Performance (04:10)/Crispy Duck (03:09)/Sand & Foam (05:24,https://i.scdn.co/image/ab67616d00001e02169345545fc8c42d8a795735,,"Keys, Bobby",44.0
Frank Zappa,"Ian Underwood Whips It Out - Live At The Falkoner Theater, Copenhagen/1967",Uncle Meat,Album,1969-04-21,"Uncle Meat: Main Title Theme (01:56)/The Voice Of Cheese (00:26)/Nine Types Of Industrial Pollution (06:00)/Zolar Czakl (00:54)/Dog Breath, In The Year Of The Plague (03:59)/The Legend Of The Golden Arches (03:27)/Louie Louie - Live At The Royal Albert Hall, London/1967 (02:19)/The Dog Breath Variations (01:48)/Sleeping In A Jar (00:50)/Our Bizarre Relationship (01:05)/The Uncle Meat Variations (04:46)/Electric Aunt Jemima (01:46)/Prelude To King Kong (03:38)/God Bless America - Live At The Whisky A Go Go/1968 (01:10)/A Pound For A Brown On The Bus (01:29)/Ian Underwood Whips It Out - Live At The Falkoner Theater, Copenhagen/1967 (05:05)/Mr. Green Genes (03:13)/We Can Shoot You (02:03)/If We'd All Been Living In California (01:13)/The Air (02:57)/Project X (04:49)/Cruisin' For Burgers (02:21)/Uncle Meat Film Excerpt Part I (37:35)/Tengo Na Minchia Tanta (03:46)/Uncle Meat Film Excerpt Part II (03:51)/King Kong Itself (as played by the Mothers in a studio) (00:51)/King Kong (Its Magnificence As Interpreted By Dom DeWild) (01:19)/King Kong (As Motorhead Explains It) (01:44)/King Kong (The Gardner Varieties) (06:20)/King Kong (As Played By 3 Deranged Good Humor Trucks) (00:31)/King Kong (Live On A Flat Bed Diesel In The Middle Of A Race Track At A Miami Pop Festival...The Underwood Remifications) (07:28",https://i.scdn.co/image/ab67616d00001e02aafe320f53908021da2349ba,Progressive Rock/Art Rock/Jazz Fusion/Psychedelic Rock/Avant-garde/Experimental/Symphonic Rock,"Zappa, Frank",563.0
